	station_id	stationname	date	daytype	rides	newDates	season
879862	40580	54th/Cermak	02/25/2007	U	478	2007-02-25	Winter
729197	40580	54th/Cermak	02/26/2007	W	1624	2007-02-26	Winter
402164	40580	54th/Cermak	02/27/2007	W	1719	2007-02-27	Winter
418573	40580	54th/Cermak	02/28/2007	W	1752	2007-02-28	Winter
339329	40580	54th/Cermak	03/01/2007	W	1725	2007-03-01	Spring
726838	40580	54th/Cermak	03/02/2007	W	1564	2007-03-02	Spring
756225	40580	54th/Cermak	03/03/2007	A	741	2007-03-03	Spring
724437	40580	54th/Cermak	03/04/2007	U	506	2007-03-04	Spring
423074	40580	54th/Cermak	03/05/2007	W	1631	2007-03-05	Spring
146011	40580	54th/Cermak	03/06/2007	W	1754	2007-03-06	Spring
697435	40580	54th/Cermak	03/07/2007	W	1826	2007-03-07	Spring
768413	40580	54th/Cermak	03/08/2007	W	1789	2007-03-08	Spring
447033	40580	54th/Cermak	03/09/2007	W	1757	2007-03-09	Spring
706411	40580	54th/Cermak	03/10/2007	A	870	2007-03-10	Spring
849186	40580	54th/Cermak	03/11/2007	U	565	2007-03-11	Spring
389437	40580	54th/Cermak	03/12/2007	W	1779	2007-03-12	Spring
738579	40580	54th/Cermak	03/13/2007	W	1924	2007-03-13	Spring
310975	40580	54th/Cermak	03/14/2007	W	1740	2007-03-14	Spring
551799	40580	54th/Cermak	03/15/2007	W	1824	2007-03-15	Spring
521443	40580	54th/Cermak	03/16/2007	W	1813	2007-03-16	Spring
206947	40580	54th/Cermak	03/17/2007	A	847	2007-03-17	Spring
707700	40580	54th/Cermak	03/18/2007	U	571	2007-03-18	Spring
712969	40580	54th/Cermak	03/19/2007	W	1760	2007-03-19	Spring
276816	40580	54th/Cermak	03/20/2007	W	1854	2007-03-20	Spring
223380	40580	54th/Cermak	03/21/2007	W	1752	2007-03-21	Spring
230450	40580	54th/Cermak	03/22/2007	W	1849	2007-03-22	Spring
745481	40580	54th/Cermak	03/23/2007	W	1777	2007-03-23	Spring
466359	40580	54th/Cermak	03/24/2007	A	860	2007-03-24	Spring
796291	40580	54th/Cermak	03/25/2007	U	640	2007-03-25	Spring
227922	40580	54th/Cermak	03/26/2007	W	1794	2007-03-26	Spring
240519	40580	54th/Cermak	03/27/2007	W	1830	2007-03-27	Spring
601023	40580	54th/Cermak	03/28/2007	W	1812	2007-03-28	Spring
241182	40580	54th/Cermak	03/29/2007	W	1811	2007-03-29	Spring
503575	40580	54th/Cermak	03/30/2007	W	1828	2007-03-30	Spring
617001	40580	54th/Cermak	03/31/2007	A	852	2007-03-31	Spring
774038	40580	54th/Cermak	04/01/2007	U	522	2007-04-01	Spring
987087	40580	54th/Cermak	04/02/2007	W	1813	2007-04-02	Spring
292243	40580	54th/Cermak	04/03/2007	W	1777	2007-04-03	Spring
612415	40580	54th/Cermak	04/04/2007	W	1724	2007-04-04	Spring
138774	40580	54th/Cermak	04/05/2007	W	1731	2007-04-05	Spring
299506	40580	54th/Cermak	04/06/2007	W	1486	2007-04-06	Spring
777557	40580	54th/Cermak	04/07/2007	A	800	2007-04-07	Spring
776904	40580	54th/Cermak	04/08/2007	U	506	2007-04-08	Spring
305498	40580	54th/Cermak	04/09/2007	W	1724	2007-04-09	Spring
443190	40580	54th/Cermak	04/10/2007	W	1891	2007-04-10	Spring
542277	40580	54th/Cermak	04/11/2007	W	1575	2007-04-11	Spring
579348	40580	54th/Cermak	04/12/2007	W	1763	2007-04-12	Spring
663813	40580	54th/Cermak	04/13/2007	W	1829	2007-04-13	Spring
210606	40580	54th/Cermak	04/14/2007	A	879	2007-04-14	Spring
369664	40580	54th/Cermak	04/15/2007	U	573	2007-04-15	Spring
434005	40580	54th/Cermak	04/16/2007	W	1793	2007-04-16	Spring
143060	40580	54th/Cermak	04/17/2007	W	1955	2007-04-17	Spring
392975	40580	54th/Cermak	04/18/2007	W	1837	2007-04-18	Spring
452149	40580	54th/Cermak	04/19/2007	W	1850	2007-04-19	Spring
343584	40580	54th/Cermak	04/20/2007	W	1929	2007-04-20	Spring
323582	40580	54th/Cermak	04/21/2007	A	1028	2007-04-21	Spring
955642	40580	54th/Cermak	04/22/2007	U	653	2007-04-22	Spring
184821	40580	54th/Cermak	04/23/2007	W	1876	2007-04-23	Spring
269207	40580	54th/Cermak	04/24/2007	W	1876	2007-04-24	Spring
693407	40580	54th/Cermak	04/25/2007	W	1895	2007-04-25	Spring
650590	40580	54th/Cermak	04/26/2007	W	1847	2007-04-26	Spring
550238	40580	54th/Cermak	04/27/2007	W	1777	2007-04-27	Spring
556097	40580	54th/Cermak	04/28/2007	A	946	2007-04-28	Spring
704067	40580	54th/Cermak	04/29/2007	U	695	2007-04-29	Spring
587744	40580	54th/Cermak	04/30/2007	W	1759	2007-04-30	Spring
985157	40580	54th/Cermak	05/01/2007	W	3008	2007-05-01	Spring
396971	40580	54th/Cermak	05/02/2007	W	1855	2007-05-02	Spring
1002566	40580	54th/Cermak	05/03/2007	W	1950	2007-05-03	Spring
733408	40580	54th/Cermak	05/04/2007	W	1842	2007-05-04	Spring
380916	40580	54th/Cermak	05/05/2007	A	969	2007-05-05	Spring
922923	40580	54th/Cermak	05/06/2007	U	674	2007-05-06	Spring
679759	40580	54th/Cermak	05/07/2007	W	1808	2007-05-07	Spring
345511	40580	54th/Cermak	05/08/2007	W	1957	2007-05-08	Spring
910360	40580	54th/Cermak	05/09/2007	W	1910	2007-05-09	Spring
566274	40580	54th/Cermak	05/10/2007	W	1877	2007-05-10	Spring
563371	40580	54th/Cermak	05/11/2007	W	1961	2007-05-11	Spring
253143	40580	54th/Cermak	05/12/2007	A	904	2007-05-12	Spring
552523	40580	54th/Cermak	05/13/2007	U	612	2007-05-13	Spring
258324	40580	54th/Cermak	05/14/2007	W	1814	2007-05-14	Spring
588264	40580	54th/Cermak	05/15/2007	W	1857	2007-05-15	Spring
698520	40580	54th/Cermak	05/16/2007	W	1857	2007-05-16	Spring
951898	40580	54th/Cermak	05/17/2007	W	1958	2007-05-17	Spring
843484	40580	54th/Cermak	05/18/2007	W	1896	2007-05-18	Spring
801569	40580	54th/Cermak	05/19/2007	A	978	2007-05-19	Spring
461646	40580	54th/Cermak	05/20/2007	U	564	2007-05-20	Spring
980208	40580	54th/Cermak	05/21/2007	W	1823	2007-05-21	Spring
195696	40580	54th/Cermak	05/22/2007	W	1966	2007-05-22	Spring
851693	40580	54th/Cermak	05/23/2007	W	1897	2007-05-23	Spring
343670	40580	54th/Cermak	05/24/2007	W	1948	2007-05-24	Spring
461604	40580	54th/Cermak	05/25/2007	W	1846	2007-05-25	Spring
505225	40580	54th/Cermak	05/26/2007	A	792	2007-05-26	Spring
326517	40580	54th/Cermak	05/27/2007	U	592	2007-05-27	Spring
961294	40580	54th/Cermak	05/28/2007	U	701	2007-05-28	Spring
299827	40580	54th/Cermak	05/29/2007	W	1825	2007-05-29	Spring
1010764	40580	54th/Cermak	05/30/2007	W	1929	2007-05-30	Spring
229235	40580	54th/Cermak	05/31/2007	W	1889	2007-05-31	Spring
913695	40580	54th/Cermak	06/01/2007	W	1974	2007-06-01	Summer
816601	40580	54th/Cermak	06/02/2007	A	1054	2007-06-02	Summer
446898	40580	54th/Cermak	06/03/2007	U	615	2007-06-03	Summer
945522	40580	54th/Cermak	06/04/2007	W	1804	2007-06-04	Summer
989790	40580	54th/Cermak	06/05/2007	W	1926	2007-06-05	Summer
658609	40580	54th/Cermak	06/06/2007	W	1864	2007-06-06	Summer
519829	40580	54th/Cermak	06/07/2007	W	2042	2007-06-07	Summer
349208	40580	54th/Cermak	06/08/2007	W	1928	2007-06-08	Summer
376653	40580	54th/Cermak	06/09/2007	A	1063	2007-06-09	Summer
884287	40580	54th/Cermak	06/10/2007	U	681	2007-06-10	Summer
646741	40580	54th/Cermak	06/11/2007	W	1938	2007-06-11	Summer
248610	40580	54th/Cermak	06/12/2007	W	2021	2007-06-12	Summer
903742	40580	54th/Cermak	06/13/2007	W	1982	2007-06-13	Summer
809737	40580	54th/Cermak	06/14/2007	W	2032	2007-06-14	Summer
833699	40580	54th/Cermak	06/15/2007	W	1964	2007-06-15	Summer
224011	40580	54th/Cermak	06/16/2007	A	1088	2007-06-16	Summer
564645	40580	54th/Cermak	06/17/2007	U	667	2007-06-17	Summer
472292	40580	54th/Cermak	06/18/2007	W	1818	2007-06-18	Summer
310364	40580	54th/Cermak	06/19/2007	W	1929	2007-06-19	Summer
410189	40580	54th/Cermak	06/20/2007	W	1901	2007-06-20	Summer
492382	40580	54th/Cermak	06/21/2007	W	1892	2007-06-21	Summer
1002653	40580	54th/Cermak	06/22/2007	W	1786	2007-06-22	Summer
572023	40580	54th/Cermak	06/23/2007	A	847	2007-06-23	Summer
762555	40580	54th/Cermak	06/24/2007	U	925	2007-06-24	Summer
506768	40580	54th/Cermak	06/25/2007	W	1814	2007-06-25	Summer
172978	40580	54th/Cermak	06/26/2007	W	1903	2007-06-26	Summer
1005881	40580	54th/Cermak	06/27/2007	W	1925	2007-06-27	Summer
394987	40580	54th/Cermak	06/28/2007	W	1992	2007-06-28	Summer
401087	40580	54th/Cermak	06/29/2007	W	2169	2007-06-29	Summer
794126	40580	54th/Cermak	06/30/2007	A	1182	2007-06-30	Summer
579125	40580	54th/Cermak	07/01/2007	U	983	2007-07-01	Summer
954646	40580	54th/Cermak	07/02/2007	W	2087	2007-07-02	Summer
392839	40580	54th/Cermak	07/03/2007	W	3188	2007-07-03	Summer
614347	40580	54th/Cermak	07/04/2007	U	973	2007-07-04	Summer
952793	40580	54th/Cermak	07/05/2007	W	2058	2007-07-05	Summer
950509	40580	54th/Cermak	07/06/2007	W	2093	2007-07-06	Summer
589585	40580	54th/Cermak	07/07/2007	A	1079	2007-07-07	Summer
1014858	40580	54th/Cermak	07/08/2007	U	886	2007-07-08	Summer
419576	40580	54th/Cermak	07/09/2007	W	1888	2007-07-09	Summer
218428	40580	54th/Cermak	07/10/2007	W	1922	2007-07-10	Summer
430069	40580	54th/Cermak	07/11/2007	W	2037	2007-07-11	Summer
396413	40580	54th/Cermak	07/12/2007	W	1964	2007-07-12	Summer
694076	40580	54th/Cermak	07/13/2007	W	1963	2007-07-13	Summer
465638	40580	54th/Cermak	07/14/2007	A	990	2007-07-14	Summer
528198	40580	54th/Cermak	07/15/2007	U	714	2007-07-15	Summer
675766	40580	54th/Cermak	07/16/2007	W	1993	2007-07-16	Summer
275061	40580	54th/Cermak	07/17/2007	W	1999	2007-07-17	Summer
440071	40580	54th/Cermak	07/18/2007	W	2112	2007-07-18	Summer
847092	40580	54th/Cermak	07/19/2007	W	2115	2007-07-19	Summer
565969	40580	54th/Cermak	07/20/2007	W	2047	2007-07-20	Summer
819595	40580	54th/Cermak	07/21/2007	A	968	2007-07-21	Summer
530360	40580	54th/Cermak	07/22/2007	U	661	2007-07-22	Summer
1013925	40580	54th/Cermak	07/23/2007	W	1978	2007-07-23	Summer
894232	40580	54th/Cermak	07/24/2007	W	2030	2007-07-24	Summer
565681	40580	54th/Cermak	07/25/2007	W	2070	2007-07-25	Summer
257600	40580	54th/Cermak	07/26/2007	W	1995	2007-07-26	Summer
833666	40580	54th/Cermak	07/27/2007	W	2053	2007-07-27	Summer
939435	40580	54th/Cermak	07/28/2007	A	1010	2007-07-28	Summer
177299	40580	54th/Cermak	07/29/2007	U	686	2007-07-29	Summer
620425	40580	54th/Cermak	07/30/2007	W	1900	2007-07-30	Summer
548490	40580	54th/Cermak	07/31/2007	W	2030	2007-07-31	Summer
883940	40580	54th/Cermak	08/01/2007	W	2113	2007-08-01	Summer
773848	40580	54th/Cermak	08/02/2007	W	1990	2007-08-02	Summer
815357	40580	54th/Cermak	08/03/2007	W	1995	2007-08-03	Summer
579514	40580	54th/Cermak	08/04/2007	A	972	2007-08-04	Summer
467517	40580	54th/Cermak	08/05/2007	U	664	2007-08-05	Summer
466807	40580	54th/Cermak	08/06/2007	W	1920	2007-08-06	Summer
857855	40580	54th/Cermak	08/07/2007	W	1959	2007-08-07	Summer
537958	40580	54th/Cermak	08/08/2007	W	1890	2007-08-08	Summer
762837	40580	54th/Cermak	08/09/2007	W	1896	2007-08-09	Summer
818724	40580	54th/Cermak	08/10/2007	W	2019	2007-08-10	Summer
367855	40580	54th/Cermak	08/11/2007	A	977	2007-08-11	Summer
708074	40580	54th/Cermak	08/12/2007	U	687	2007-08-12	Summer
201956	40580	54th/Cermak	08/13/2007	W	1944	2007-08-13	Summer
139048	40580	54th/Cermak	08/14/2007	W	1945	2007-08-14	Summer
829744	40580	54th/Cermak	08/15/2007	W	1991	2007-08-15	Summer
885359	40580	54th/Cermak	08/16/2007	W	1965	2007-08-16	Summer
691685	40580	54th/Cermak	08/17/2007	W	2028	2007-08-17	Summer
447505	40580	54th/Cermak	08/18/2007	A	962	2007-08-18	Summer
835533	40580	54th/Cermak	08/19/2007	U	601	2007-08-19	Summer
213554	40580	54th/Cermak	08/20/2007	W	1825	2007-08-20	Summer
891734	40580	54th/Cermak	08/21/2007	W	1941	2007-08-21	Summer
986647	40580	54th/Cermak	08/22/2007	W	1966	2007-08-22	Summer
330524	40580	54th/Cermak	08/23/2007	W	1926	2007-08-23	Summer
582253	40580	54th/Cermak	08/24/2007	W	1934	2007-08-24	Summer
309184	40580	54th/Cermak	08/25/2007	A	1045	2007-08-25	Summer
268019	40580	54th/Cermak	08/26/2007	U	870	2007-08-26	Summer
252472	40580	54th/Cermak	08/27/2007	W	2020	2007-08-27	Summer
557742	40580	54th/Cermak	08/28/2007	W	2062	2007-08-28	Summer
560866	40580	54th/Cermak	08/29/2007	W	2066	2007-08-29	Summer
604180	40580	54th/Cermak	08/30/2007	W	2063	2007-08-30	Summer
937870	40580	54th/Cermak	08/31/2007	W	2035	2007-08-31	Summer
895079	40580	54th/Cermak	09/01/2007	A	1027	2007-09-01	Fall
950995	40580	54th/Cermak	09/02/2007	U	765	2007-09-02	Fall
392610	40580	54th/Cermak	09/03/2007	U	690	2007-09-03	Fall
541719	40580	54th/Cermak	09/04/2007	W	2083	2007-09-04	Fall
632162	40580	54th/Cermak	09/05/2007	W	2190	2007-09-05	Fall
221842	40580	54th/Cermak	09/06/2007	W	2095	2007-09-06	Fall
519660	40580	54th/Cermak	09/07/2007	W	2090	2007-09-07	Fall
998841	40580	54th/Cermak	09/08/2007	A	1095	2007-09-08	Fall
279888	40580	54th/Cermak	09/09/2007	U	712	2007-09-09	Fall
613320	40580	54th/Cermak	09/10/2007	W	2045	2007-09-10	Fall
307084	40580	54th/Cermak	09/11/2007	W	2139	2007-09-11	Fall
374746	40580	54th/Cermak	09/12/2007	W	2078	2007-09-12	Fall
730288	40580	54th/Cermak	09/13/2007	W	2129	2007-09-13	Fall
462138	40580	54th/Cermak	09/14/2007	W	2043	2007-09-14	Fall
237898	40580	54th/Cermak	09/15/2007	A	1017	2007-09-15	Fall
802381	40580	54th/Cermak	09/16/2007	U	691	2007-09-16	Fall
900162	40580	54th/Cermak	09/17/2007	W	2011	2007-09-17	Fall
948034	40580	54th/Cermak	09/18/2007	W	2057	2007-09-18	Fall
750770	40580	54th/Cermak	09/19/2007	W	2083	2007-09-19	Fall
370497	40580	54th/Cermak	09/20/2007	W	2160	2007-09-20	Fall
185441	40580	54th/Cermak	09/21/2007	W	2086	2007-09-21	Fall
548979	40580	54th/Cermak	09/22/2007	A	961	2007-09-22	Fall
957488	40580	54th/Cermak	09/23/2007	U	678	2007-09-23	Fall
879594	40580	54th/Cermak	09/24/2007	W	1977	2007-09-24	Fall
449622	40580	54th/Cermak	09/25/2007	W	2049	2007-09-25	Fall
947951	40580	54th/Cermak	09/26/2007	W	2081	2007-09-26	Fall
739589	40580	54th/Cermak	09/27/2007	W	2116	2007-09-27	Fall
864274	40580	54th/Cermak	09/28/2007	W	2024	2007-09-28	Fall
520849	40580	54th/Cermak	09/29/2007	A	1059	2007-09-29	Fall
553472	40580	54th/Cermak	09/30/2007	U	654	2007-09-30	Fall
649651	40580	54th/Cermak	10/01/2007	W	2015	2007-10-01	Fall
706171	40580	54th/Cermak	10/02/2007	W	2118	2007-10-02	Fall
220417	40580	54th/Cermak	10/03/2007	W	2089	2007-10-03	Fall
146181	40580	54th/Cermak	10/04/2007	W	2171	2007-10-04	Fall
138473	40580	54th/Cermak	10/05/2007	W	2067	2007-10-05	Fall
308460	40580	54th/Cermak	10/06/2007	A	1089	2007-10-06	Fall
563971	40580	54th/Cermak	10/07/2007	U	724	2007-10-07	Fall
498675	40580	54th/Cermak	10/08/2007	W	1763	2007-10-08	Fall
710613	40580	54th/Cermak	10/09/2007	W	2158	2007-10-09	Fall
205241	40580	54th/Cermak	10/10/2007	W	2041	2007-10-10	Fall
210556	40580	54th/Cermak	10/11/2007	W	2069	2007-10-11	Fall
255835	40580	54th/Cermak	10/12/2007	W	2021	2007-10-12	Fall
435916	40580	54th/Cermak	10/13/2007	A	948	2007-10-13	Fall
284325	40580	54th/Cermak	10/14/2007	U	630	2007-10-14	Fall
568382	40580	54th/Cermak	10/15/2007	W	1982	2007-10-15	Fall
897630	40580	54th/Cermak	10/16/2007	W	2023	2007-10-16	Fall
184943	40580	54th/Cermak	10/17/2007	W	2167	2007-10-17	Fall
744358	40580	54th/Cermak	10/18/2007	W	2127	2007-10-18	Fall
342489	40580	54th/Cermak	10/19/2007	W	2052	2007-10-19	Fall
171178	40580	54th/Cermak	10/20/2007	A	1090	2007-10-20	Fall
503517	40580	54th/Cermak	10/21/2007	U	625	2007-10-21	Fall
544775	40580	54th/Cermak	10/22/2007	W	1978	2007-10-22	Fall
159338	40580	54th/Cermak	10/23/2007	W	2032	2007-10-23	Fall
343896	40580	54th/Cermak	10/24/2007	W	2117	2007-10-24	Fall
374490	40580	54th/Cermak	10/25/2007	W	2071	2007-10-25	Fall
397267	40580	54th/Cermak	10/26/2007	W	2056	2007-10-26	Fall
581789	40580	54th/Cermak	10/27/2007	A	882	2007-10-27	Fall
895696	40580	54th/Cermak	10/28/2007	U	589	2007-10-28	Fall
849596	40580	54th/Cermak	10/29/2007	W	1953	2007-10-29	Fall
879190	40580	54th/Cermak	10/30/2007	W	2114	2007-10-30	Fall
773779	40580	54th/Cermak	10/31/2007	W	2081	2007-10-31	Fall
294577	40580	54th/Cermak	11/01/2007	W	2081	2007-11-01	Fall
520883	40580	54th/Cermak	11/02/2007	W	1998	2007-11-02	Fall
159910	40580	54th/Cermak	11/03/2007	A	888	2007-11-03	Fall
874317	40580	54th/Cermak	11/04/2007	U	630	2007-11-04	Fall
436315	40580	54th/Cermak	11/05/2007	W	1932	2007-11-05	Fall
799123	40580	54th/Cermak	11/06/2007	W	2024	2007-11-06	Fall
786960	40580	54th/Cermak	11/07/2007	W	2067	2007-11-07	Fall
894785	40580	54th/Cermak	11/08/2007	W	2116	2007-11-08	Fall
491355	40580	54th/Cermak	11/09/2007	W	1983	2007-11-09	Fall
616943	40580	54th/Cermak	11/10/2007	A	989	2007-11-10	Fall
951368	40580	54th/Cermak	11/11/2007	U	599	2007-11-11	Fall
803865	40580	54th/Cermak	11/12/2007	W	1866	2007-11-12	Fall
581620	40580	54th/Cermak	11/13/2007	W	2070	2007-11-13	Fall
754002	40580	54th/Cermak	11/14/2007	W	2118	2007-11-14	Fall
919973	40580	54th/Cermak	11/15/2007	W	2125	2007-11-15	Fall
317562	40580	54th/Cermak	11/16/2007	W	1908	2007-11-16	Fall
332495	40580	54th/Cermak	11/17/2007	A	1031	2007-11-17	Fall
731757	40580	54th/Cermak	11/18/2007	U	589	2007-11-18	Fall
463286	40580	54th/Cermak	11/19/2007	W	1976	2007-11-19	Fall
645002	40580	54th/Cermak	11/20/2007	W	2059	2007-11-20	Fall
904826	40580	54th/Cermak	11/21/2007	W	1927	2007-11-21	Fall
832355	40580	54th/Cermak	11/22/2007	U	390	2007-11-22	Fall
639680	40580	54th/Cermak	11/23/2007	W	1233	2007-11-23	Fall
151332	40580	54th/Cermak	11/24/2007	A	817	2007-11-24	Fall
636650	40580	54th/Cermak	11/25/2007	U	602	2007-11-25	Fall
431858	40580	54th/Cermak	11/26/2007	W	1965	2007-11-26	Fall
340919	40580	54th/Cermak	11/27/2007	W	1967	2007-11-27	Fall
188097	40580	54th/Cermak	11/28/2007	W	2071	2007-11-28	Fall
217197	40580	54th/Cermak	11/29/2007	W	2002	2007-11-29	Fall
981414	40580	54th/Cermak	11/30/2007	W	2033	2007-11-30	Fall
348969	40580	54th/Cermak	12/01/2007	A	854	2007-12-01	Winter
283605	40580	54th/Cermak	12/02/2007	U	565	2007-12-02	Winter
578007	40580	54th/Cermak	12/03/2007	W	1829	2007-12-03	Winter
752210	40580	54th/Cermak	12/04/2007	W	1961	2007-12-04	Winter
552597	40580	54th/Cermak	12/05/2007	W	2025	2007-12-05	Winter
943255	40580	54th/Cermak	12/06/2007	W	1951	2007-12-06	Winter
630130	40580	54th/Cermak	12/07/2007	W	1948	2007-12-07	Winter
189909	40580	54th/Cermak	12/08/2007	A	895	2007-12-08	Winter
595840	40580	54th/Cermak	12/09/2007	U	565	2007-12-09	Winter
283412	40580	54th/Cermak	12/10/2007	W	1865	2007-12-10	Winter
150892	40580	54th/Cermak	12/11/2007	W	1936	2007-12-11	Winter
363878	40580	54th/Cermak	12/12/2007	W	1892	2007-12-12	Winter
622206	40580	54th/Cermak	12/13/2007	W	1912	2007-12-13	Winter
447333	40580	54th/Cermak	12/14/2007	W	1946	2007-12-14	Winter
618461	40580	54th/Cermak	12/15/2007	A	881	2007-12-15	Winter
137988	40580	54th/Cermak	12/16/2007	U	579	2007-12-16	Winter
218777	40580	54th/Cermak	12/17/2007	W	1717	2007-12-17	Winter
719677	40580	54th/Cermak	12/18/2007	W	1846	2007-12-18	Winter
761383	40580	54th/Cermak	12/19/2007	W	1868	2007-12-19	Winter
322155	40580	54th/Cermak	12/20/2007	W	1783	2007-12-20	Winter
532420	40580	54th/Cermak	12/21/2007	W	1868	2007-12-21	Winter
975373	40580	54th/Cermak	12/22/2007	A	940	2007-12-22	Winter
858082	40580	54th/Cermak	12/23/2007	U	543	2007-12-23	Winter
616017	40580	54th/Cermak	12/24/2007	W	893	2007-12-24	Winter
513944	40580	54th/Cermak	12/25/2007	U	316	2007-12-25	Winter
789983	40580	54th/Cermak	12/26/2007	W	1543	2007-12-26	Winter
145487	40580	54th/Cermak	12/27/2007	W	1643	2007-12-27	Winter
601686	40580	54th/Cermak	12/28/2007	W	1575	2007-12-28	Winter
737805	40580	54th/Cermak	12/29/2007	A	808	2007-12-29	Winter
661984	40580	54th/Cermak	12/30/2007	U	601	2007-12-30	Winter
277566	40580	54th/Cermak	12/31/2007	W	1138	2007-12-31	Winter
334198	40580	54th/Cermak	01/01/2008	U	415	2008-01-01	Winter
987491	40580	54th/Cermak	01/02/2008	W	1458	2008-01-02	Winter
883102	40580	54th/Cermak	01/03/2008	W	1650	2008-01-03	Winter
516976	40580	54th/Cermak	01/04/2008	W	1692	2008-01-04	Winter
919875	40580	54th/Cermak	01/05/2008	A	791	2008-01-05	Winter
138973	40580	54th/Cermak	01/06/2008	U	560	2008-01-06	Winter
506422	40580	54th/Cermak	01/07/2008	W	1842	2008-01-07	Winter
289308	40580	54th/Cermak	01/08/2008	W	1863	2008-01-08	Winter
681716	40580	54th/Cermak	01/09/2008	W	1919	2008-01-09	Winter
972748	40580	54th/Cermak	01/10/2008	W	1816	2008-01-10	Winter
256073	40580	54th/Cermak	01/11/2008	W	1838	2008-01-11	Winter
232769	40580	54th/Cermak	01/12/2008	A	854	2008-01-12	Winter
411749	40580	54th/Cermak	01/13/2008	U	535	2008-01-13	Winter
381854	40580	54th/Cermak	01/14/2008	W	1853	2008-01-14	Winter
1009777	40580	54th/Cermak	01/15/2008	W	1852	2008-01-15	Winter
200115	40580	54th/Cermak	01/16/2008	W	1972	2008-01-16	Winter
158473	40580	54th/Cermak	01/17/2008	W	1940	2008-01-17	Winter
626149	40580	54th/Cermak	01/18/2008	W	1839	2008-01-18	Winter
257051	40580	54th/Cermak	01/19/2008	A	669	2008-01-19	Winter
796256	40580	54th/Cermak	01/20/2008	U	426	2008-01-20	Winter
850208	40580	54th/Cermak	01/21/2008	W	1311	2008-01-21	Winter
934474	40580	54th/Cermak	01/22/2008	W	1892	2008-01-22	Winter
449852	40580	54th/Cermak	01/23/2008	W	1910	2008-01-23	Winter
320324	40580	54th/Cermak	01/24/2008	W	1783	2008-01-24	Winter
156279	40580	54th/Cermak	01/25/2008	W	1793	2008-01-25	Winter
745476	40580	54th/Cermak	01/26/2008	A	853	2008-01-26	Winter
895917	40580	54th/Cermak	01/27/2008	U	545	2008-01-27	Winter
1014101	40580	54th/Cermak	01/28/2008	W	2039	2008-01-28	Winter
507520	40580	54th/Cermak	01/29/2008	W	1926	2008-01-29	Winter
246521	40580	54th/Cermak	01/30/2008	W	1796	2008-01-30	Winter
706347	40580	54th/Cermak	01/31/2008	W	1994	2008-01-31	Winter
775686	40580	54th/Cermak	02/01/2008	W	1782	2008-02-01	Winter
580230	40580	54th/Cermak	02/02/2008	A	829	2008-02-02	Winter
591593	40580	54th/Cermak	02/03/2008	U	566	2008-02-03	Winter
931344	40580	54th/Cermak	02/04/2008	W	1908	2008-02-04	Winter
393462	40580	54th/Cermak	02/05/2008	W	1986	2008-02-05	Winter
617064	40580	54th/Cermak	02/06/2008	W	1923	2008-02-06	Winter
972299	40580	54th/Cermak	02/07/2008	W	2007	2008-02-07	Winter
645503	40580	54th/Cermak	02/08/2008	W	1940	2008-02-08	Winter
576212	40580	54th/Cermak	02/09/2008	A	852	2008-02-09	Winter
629601	40580	54th/Cermak	02/10/2008	U	469	2008-02-10	Winter
334851	40580	54th/Cermak	02/11/2008	W	1732	2008-02-11	Winter
474014	40580	54th/Cermak	02/12/2008	W	1822	2008-02-12	Winter
312971	40580	54th/Cermak	02/13/2008	W	2001	2008-02-13	Winter
918985	40580	54th/Cermak	02/14/2008	W	2023	2008-02-14	Winter
588840	40580	54th/Cermak	02/15/2008	W	1916	2008-02-15	Winter
654185	40580	54th/Cermak	02/16/2008	A	898	2008-02-16	Winter
179050	40580	54th/Cermak	02/17/2008	U	578	2008-02-17	Winter
704440	40580	54th/Cermak	02/18/2008	W	1424	2008-02-18	Winter
208493	40580	54th/Cermak	02/19/2008	W	1886	2008-02-19	Winter
706484	40580	54th/Cermak	02/20/2008	W	1883	2008-02-20	Winter
734115	40580	54th/Cermak	02/21/2008	W	1930	2008-02-21	Winter
679387	40580	54th/Cermak	02/22/2008	W	1882	2008-02-22	Winter
868865	40580	54th/Cermak	02/23/2008	A	896	2008-02-23	Winter
659448	40580	54th/Cermak	02/24/2008	U	622	2008-02-24	Winter
163011	40580	54th/Cermak	02/25/2008	W	1948	2008-02-25	Winter
879159	40580	54th/Cermak	02/26/2008	W	1881	2008-02-26	Winter
661094	40580	54th/Cermak	02/27/2008	W	1965	2008-02-27	Winter
825061	40580	54th/Cermak	02/28/2008	W	1983	2008-02-28	Winter
348005	40580	54th/Cermak	02/29/2008	W	1945	2008-02-29	Winter
762314	40580	54th/Cermak	03/01/2008	A	879	2008-03-01	Spring
965207	40580	54th/Cermak	03/02/2008	U	600	2008-03-02	Spring
255416	40580	54th/Cermak	03/03/2008	W	1753	2008-03-03	Spring
206518	40580	54th/Cermak	03/04/2008	W	1886	2008-03-04	Spring
731330	40580	54th/Cermak	03/05/2008	W	1933	2008-03-05	Spring
194505	40580	54th/Cermak	03/06/2008	W	1905	2008-03-06	Spring
771202	40580	54th/Cermak	03/07/2008	W	1803	2008-03-07	Spring
437581	40580	54th/Cermak	03/08/2008	A	787	2008-03-08	Spring
359692	40580	54th/Cermak	03/09/2008	U	606	2008-03-09	Spring
312346	40580	54th/Cermak	03/10/2008	W	1897	2008-03-10	Spring
