	station_id	stationname	date	daytype	rides	newDates
208868	40890	O'Hare Airport	06/20/2005	W	11169	2005-06-20
758663	40890	O'Hare Airport	06/21/2005	W	9744	2005-06-21
658025	40890	O'Hare Airport	06/22/2005	W	9822	2005-06-22
243195	40890	O'Hare Airport	06/23/2005	W	11178	2005-06-23
283002	40890	O'Hare Airport	06/24/2005	W	12663	2005-06-24
713173	40890	O'Hare Airport	06/25/2005	A	8280	2005-06-25
792260	40890	O'Hare Airport	06/26/2005	U	8776	2005-06-26
485482	40890	O'Hare Airport	06/27/2005	W	10330	2005-06-27
554002	40890	O'Hare Airport	06/28/2005	W	9571	2005-06-28
643373	40890	O'Hare Airport	06/29/2005	W	8927	2005-06-29
372231	40890	O'Hare Airport	06/30/2005	W	10125	2005-06-30
166939	40890	O'Hare Airport	07/01/2005	W	11406	2005-07-01
270930	40890	O'Hare Airport	07/02/2005	A	8930	2005-07-02
854200	40890	O'Hare Airport	07/03/2005	U	7998	2005-07-03
147335	40890	O'Hare Airport	07/04/2005	U	9069	2005-07-04
690682	40890	O'Hare Airport	07/05/2005	W	10808	2005-07-05
415609	40890	O'Hare Airport	07/06/2005	W	9413	2005-07-06
504041	40890	O'Hare Airport	07/07/2005	W	9257	2005-07-07
906570	40890	O'Hare Airport	07/08/2005	W	10299	2005-07-08
430591	40890	O'Hare Airport	07/09/2005	A	7024	2005-07-09
902998	40890	O'Hare Airport	07/10/2005	U	8171	2005-07-10
255909	40890	O'Hare Airport	07/11/2005	W	9754	2005-07-11
376116	40890	O'Hare Airport	07/12/2005	W	9139	2005-07-12
817445	40890	O'Hare Airport	07/13/2005	W	9553	2005-07-13
347439	40890	O'Hare Airport	07/14/2005	W	10428	2005-07-14
409537	40890	O'Hare Airport	07/15/2005	W	11399	2005-07-15
208743	40890	O'Hare Airport	07/16/2005	A	8006	2005-07-16
439455	40890	O'Hare Airport	07/17/2005	U	8355	2005-07-17
327013	40890	O'Hare Airport	07/18/2005	W	10186	2005-07-18
739221	40890	O'Hare Airport	07/19/2005	W	9444	2005-07-19
260128	40890	O'Hare Airport	07/20/2005	W	8569	2005-07-20
383461	40890	O'Hare Airport	07/21/2005	W	10236	2005-07-21
219556	40890	O'Hare Airport	07/22/2005	W	11975	2005-07-22
241280	40890	O'Hare Airport	07/23/2005	A	8030	2005-07-23
988976	40890	O'Hare Airport	07/24/2005	U	8404	2005-07-24
495530	40890	O'Hare Airport	07/25/2005	W	9564	2005-07-25
376274	40890	O'Hare Airport	07/26/2005	W	9327	2005-07-26
415237	40890	O'Hare Airport	07/27/2005	W	9698	2005-07-27
638110	40890	O'Hare Airport	07/28/2005	W	11052	2005-07-28
816071	40890	O'Hare Airport	07/29/2005	W	11471	2005-07-29
441244	40890	O'Hare Airport	07/30/2005	A	7710	2005-07-30
253935	40890	O'Hare Airport	07/31/2005	U	8537	2005-07-31
159015	40890	O'Hare Airport	08/01/2005	W	10428	2005-08-01
465850	40890	O'Hare Airport	08/02/2005	W	9088	2005-08-02
1013268	40890	O'Hare Airport	08/03/2005	W	8969	2005-08-03
786190	40890	O'Hare Airport	08/04/2005	W	9902	2005-08-04
241905	40890	O'Hare Airport	08/05/2005	W	11489	2005-08-05
139105	40890	O'Hare Airport	08/06/2005	A	7845	2005-08-06
652011	40890	O'Hare Airport	08/07/2005	U	8458	2005-08-07
656352	40890	O'Hare Airport	08/08/2005	W	10361	2005-08-08
656097	40890	O'Hare Airport	08/09/2005	W	9372	2005-08-09
408171	40890	O'Hare Airport	08/10/2005	W	9320	2005-08-10
409979	40890	O'Hare Airport	08/11/2005	W	10384	2005-08-11
780822	40890	O'Hare Airport	08/12/2005	W	11456	2005-08-12
368138	40890	O'Hare Airport	08/13/2005	A	7730	2005-08-13
255895	40890	O'Hare Airport	08/14/2005	U	8445	2005-08-14
302175	40890	O'Hare Airport	08/15/2005	W	10494	2005-08-15
399548	40890	O'Hare Airport	08/16/2005	W	9230	2005-08-16
489180	40890	O'Hare Airport	08/17/2005	W	9472	2005-08-17
335599	40890	O'Hare Airport	08/18/2005	W	9847	2005-08-18
855533	40890	O'Hare Airport	08/19/2005	W	12005	2005-08-19
339391	40890	O'Hare Airport	08/20/2005	A	8094	2005-08-20
267567	40890	O'Hare Airport	08/21/2005	U	9013	2005-08-21
853720	40890	O'Hare Airport	08/22/2005	W	10354	2005-08-22
636805	40890	O'Hare Airport	08/23/2005	W	9011	2005-08-23
954596	40890	O'Hare Airport	08/24/2005	W	9160	2005-08-24
700490	40890	O'Hare Airport	08/25/2005	W	10051	2005-08-25
961041	40890	O'Hare Airport	08/26/2005	W	11392	2005-08-26
286558	40890	O'Hare Airport	08/27/2005	A	7416	2005-08-27
473526	40890	O'Hare Airport	08/28/2005	U	8618	2005-08-28
219789	40890	O'Hare Airport	08/29/2005	W	9921	2005-08-29
526517	40890	O'Hare Airport	08/30/2005	W	8430	2005-08-30
610874	40890	O'Hare Airport	08/31/2005	W	8741	2005-08-31
720158	40890	O'Hare Airport	09/01/2005	W	9759	2005-09-01
401262	40890	O'Hare Airport	09/02/2005	W	12103	2005-09-02
587543	40890	O'Hare Airport	09/03/2005	A	8894	2005-09-03
502777	40890	O'Hare Airport	09/04/2005	U	7971	2005-09-04
837566	40890	O'Hare Airport	09/05/2005	U	11345	2005-09-05
489430	40890	O'Hare Airport	09/06/2005	W	10880	2005-09-06
910680	40890	O'Hare Airport	09/07/2005	W	9019	2005-09-07
921569	40890	O'Hare Airport	09/08/2005	W	9511	2005-09-08
326990	40890	O'Hare Airport	09/09/2005	W	10686	2005-09-09
356294	40890	O'Hare Airport	09/10/2005	A	7589	2005-09-10
968127	40890	O'Hare Airport	09/11/2005	U	8662	2005-09-11
774340	40890	O'Hare Airport	09/12/2005	W	10327	2005-09-12
193036	40890	O'Hare Airport	09/13/2005	W	9127	2005-09-13
1011156	40890	O'Hare Airport	09/14/2005	W	9429	2005-09-14
143932	40890	O'Hare Airport	09/15/2005	W	10445	2005-09-15
984533	40890	O'Hare Airport	09/16/2005	W	11809	2005-09-16
643049	40890	O'Hare Airport	09/17/2005	A	7785	2005-09-17
420163	40890	O'Hare Airport	09/18/2005	U	8863	2005-09-18
711746	40890	O'Hare Airport	09/19/2005	W	9807	2005-09-19
912236	40890	O'Hare Airport	09/20/2005	W	8887	2005-09-20
990375	40890	O'Hare Airport	09/21/2005	W	9226	2005-09-21
503210	40890	O'Hare Airport	09/22/2005	W	9549	2005-09-22
213753	40890	O'Hare Airport	09/23/2005	W	12079	2005-09-23
806896	40890	O'Hare Airport	09/24/2005	A	7596	2005-09-24
250370	40890	O'Hare Airport	09/25/2005	U	8654	2005-09-25
956681	40890	O'Hare Airport	09/26/2005	W	10058	2005-09-26
534818	40890	O'Hare Airport	09/27/2005	W	9030	2005-09-27
695371	40890	O'Hare Airport	09/28/2005	W	8972	2005-09-28
818318	40890	O'Hare Airport	09/29/2005	W	9951	2005-09-29
597565	40890	O'Hare Airport	09/30/2005	W	11311	2005-09-30
167445	40890	O'Hare Airport	10/01/2005	A	7114	2005-10-01
650556	40890	O'Hare Airport	10/02/2005	U	7757	2005-10-02
935799	40890	O'Hare Airport	10/03/2005	W	10009	2005-10-03
896903	40890	O'Hare Airport	10/04/2005	W	8229	2005-10-04
903394	40890	O'Hare Airport	10/05/2005	W	8790	2005-10-05
1001636	40890	O'Hare Airport	10/06/2005	W	9923	2005-10-06
847316	40890	O'Hare Airport	10/07/2005	W	13884	2005-10-07
174498	40890	O'Hare Airport	10/08/2005	A	9553	2005-10-08
820961	40890	O'Hare Airport	10/09/2005	U	9333	2005-10-09
937663	40890	O'Hare Airport	10/10/2005	W	10404	2005-10-10
451711	40890	O'Hare Airport	10/11/2005	W	9352	2005-10-11
238671	40890	O'Hare Airport	10/12/2005	W	8937	2005-10-12
163072	40890	O'Hare Airport	10/13/2005	W	10496	2005-10-13
633075	40890	O'Hare Airport	10/14/2005	W	12308	2005-10-14
635835	40890	O'Hare Airport	10/15/2005	A	8140	2005-10-15
702951	40890	O'Hare Airport	10/16/2005	U	9260	2005-10-16
216737	40890	O'Hare Airport	10/17/2005	W	10276	2005-10-17
563164	40890	O'Hare Airport	10/18/2005	W	8858	2005-10-18
567153	40890	O'Hare Airport	10/19/2005	W	9062	2005-10-19
295934	40890	O'Hare Airport	10/20/2005	W	10569	2005-10-20
474909	40890	O'Hare Airport	10/21/2005	W	11564	2005-10-21
294987	40890	O'Hare Airport	10/22/2005	A	7733	2005-10-22
685715	40890	O'Hare Airport	10/23/2005	U	9015	2005-10-23
358854	40890	O'Hare Airport	10/24/2005	W	9986	2005-10-24
897749	40890	O'Hare Airport	10/25/2005	W	8629	2005-10-25
394969	40890	O'Hare Airport	10/26/2005	W	9084	2005-10-26
151199	40890	O'Hare Airport	10/27/2005	W	10055	2005-10-27
236289	40890	O'Hare Airport	10/28/2005	W	11429	2005-10-28
960549	40890	O'Hare Airport	10/29/2005	A	7322	2005-10-29
299943	40890	O'Hare Airport	10/30/2005	U	7972	2005-10-30
962970	40890	O'Hare Airport	10/31/2005	W	9057	2005-10-31
838686	40890	O'Hare Airport	11/01/2005	W	8526	2005-11-01
373924	40890	O'Hare Airport	11/02/2005	W	8651	2005-11-02
423559	40890	O'Hare Airport	11/03/2005	W	9578	2005-11-03
851486	40890	O'Hare Airport	11/04/2005	W	11273	2005-11-04
744995	40890	O'Hare Airport	11/05/2005	A	6699	2005-11-05
284683	40890	O'Hare Airport	11/06/2005	U	7857	2005-11-06
894706	40890	O'Hare Airport	11/07/2005	W	9790	2005-11-07
953694	40890	O'Hare Airport	11/08/2005	W	8481	2005-11-08
405326	40890	O'Hare Airport	11/09/2005	W	8881	2005-11-09
240225	40890	O'Hare Airport	11/10/2005	W	10664	2005-11-10
933915	40890	O'Hare Airport	11/11/2005	W	11473	2005-11-11
306995	40890	O'Hare Airport	11/12/2005	A	7280	2005-11-12
237760	40890	O'Hare Airport	11/13/2005	U	8598	2005-11-13
736427	40890	O'Hare Airport	11/14/2005	W	10171	2005-11-14
767260	40890	O'Hare Airport	11/15/2005	W	8210	2005-11-15
372928	40890	O'Hare Airport	11/16/2005	W	8534	2005-11-16
794571	40890	O'Hare Airport	11/17/2005	W	9487	2005-11-17
524611	40890	O'Hare Airport	11/18/2005	W	10566	2005-11-18
143127	40890	O'Hare Airport	11/19/2005	A	7372	2005-11-19
692268	40890	O'Hare Airport	11/20/2005	U	7509	2005-11-20
878741	40890	O'Hare Airport	11/21/2005	W	8490	2005-11-21
589174	40890	O'Hare Airport	11/22/2005	W	9063	2005-11-22
501101	40890	O'Hare Airport	11/23/2005	W	10631	2005-11-23
897004	40890	O'Hare Airport	11/24/2005	U	6278	2005-11-24
676964	40890	O'Hare Airport	11/25/2005	W	7818	2005-11-25
684601	40890	O'Hare Airport	11/26/2005	A	9688	2005-11-26
227490	40890	O'Hare Airport	11/27/2005	U	12370	2005-11-27
674728	40890	O'Hare Airport	11/28/2005	W	12899	2005-11-28
855893	40890	O'Hare Airport	11/29/2005	W	9628	2005-11-29
1014765	40890	O'Hare Airport	11/30/2005	W	8755	2005-11-30
199714	40890	O'Hare Airport	12/01/2005	W	9100	2005-12-01
702485	40890	O'Hare Airport	12/02/2005	W	10316	2005-12-02
225423	40890	O'Hare Airport	12/03/2005	A	6723	2005-12-03
341494	40890	O'Hare Airport	12/04/2005	U	7183	2005-12-04
520142	40890	O'Hare Airport	12/05/2005	W	8734	2005-12-05
412713	40890	O'Hare Airport	12/06/2005	W	7858	2005-12-06
580609	40890	O'Hare Airport	12/07/2005	W	8039	2005-12-07
1007481	40890	O'Hare Airport	12/08/2005	W	10196	2005-12-08
986075	40890	O'Hare Airport	12/09/2005	W	11220	2005-12-09
466115	40890	O'Hare Airport	12/10/2005	A	6864	2005-12-10
407529	40890	O'Hare Airport	12/11/2005	U	7103	2005-12-11
889725	40890	O'Hare Airport	12/12/2005	W	9229	2005-12-12
780498	40890	O'Hare Airport	12/13/2005	W	8499	2005-12-13
476464	40890	O'Hare Airport	12/14/2005	W	8707	2005-12-14
976575	40890	O'Hare Airport	12/15/2005	W	9310	2005-12-15
907776	40890	O'Hare Airport	12/16/2005	W	9318	2005-12-16
268305	40890	O'Hare Airport	12/17/2005	A	7006	2005-12-17
956271	40890	O'Hare Airport	12/18/2005	U	7237	2005-12-18
542403	40890	O'Hare Airport	12/19/2005	W	8634	2005-12-19
793330	40890	O'Hare Airport	12/20/2005	W	7886	2005-12-20
527858	40890	O'Hare Airport	12/21/2005	W	7994	2005-12-21
194769	40890	O'Hare Airport	12/22/2005	W	8382	2005-12-22
422102	40890	O'Hare Airport	12/23/2005	W	8426	2005-12-23
478981	40890	O'Hare Airport	12/24/2005	A	5846	2005-12-24
665759	40890	O'Hare Airport	12/25/2005	U	5269	2005-12-25
834577	40890	O'Hare Airport	12/26/2005	U	10383	2005-12-26
334270	40890	O'Hare Airport	12/27/2005	W	10885	2005-12-27
700934	40890	O'Hare Airport	12/28/2005	W	9621	2005-12-28
228380	40890	O'Hare Airport	12/29/2005	W	9830	2005-12-29
490873	40890	O'Hare Airport	12/30/2005	W	9787	2005-12-30
837871	40890	O'Hare Airport	12/31/2005	A	7391	2005-12-31
457923	40890	O'Hare Airport	01/01/2006	U	6793	2006-01-01
633593	40890	O'Hare Airport	01/02/2006	U	8207	2006-01-02
734926	40890	O'Hare Airport	01/03/2006	W	9664	2006-01-03
164343	40890	O'Hare Airport	01/04/2006	W	8599	2006-01-04
980232	40890	O'Hare Airport	01/05/2006	W	8729	2006-01-05
974327	40890	O'Hare Airport	01/06/2006	W	8787	2006-01-06
679184	40890	O'Hare Airport	01/07/2006	A	6407	2006-01-07
687130	40890	O'Hare Airport	01/08/2006	U	6872	2006-01-08
390388	40890	O'Hare Airport	01/09/2006	W	8598	2006-01-09
144623	40890	O'Hare Airport	01/10/2006	W	7856	2006-01-10
323010	40890	O'Hare Airport	01/11/2006	W	7623	2006-01-11
706332	40890	O'Hare Airport	01/12/2006	W	8399	2006-01-12
461230	40890	O'Hare Airport	01/13/2006	W	8228	2006-01-13
647512	40890	O'Hare Airport	01/14/2006	A	6843	2006-01-14
916948	40890	O'Hare Airport	01/15/2006	U	6547	2006-01-15
756643	40890	O'Hare Airport	01/16/2006	W	9158	2006-01-16
137275	40890	O'Hare Airport	01/17/2006	W	8144	2006-01-17
934540	40890	O'Hare Airport	01/18/2006	W	7687	2006-01-18
672143	40890	O'Hare Airport	01/19/2006	W	8196	2006-01-19
964103	40890	O'Hare Airport	01/20/2006	W	9201	2006-01-20
717865	40890	O'Hare Airport	01/21/2006	A	7172	2006-01-21
1004752	40890	O'Hare Airport	01/22/2006	U	7167	2006-01-22
884037	40890	O'Hare Airport	01/23/2006	W	8914	2006-01-23
135744	40890	O'Hare Airport	01/24/2006	W	7830	2006-01-24
446424	40890	O'Hare Airport	01/25/2006	W	7854	2006-01-25
244485	40890	O'Hare Airport	01/26/2006	W	8343	2006-01-26
173527	40890	O'Hare Airport	01/27/2006	W	8936	2006-01-27
591940	40890	O'Hare Airport	01/28/2006	A	5963	2006-01-28
538521	40890	O'Hare Airport	01/29/2006	U	6884	2006-01-29
837634	40890	O'Hare Airport	01/30/2006	W	8377	2006-01-30
224801	40890	O'Hare Airport	01/31/2006	W	7517	2006-01-31
881124	40890	O'Hare Airport	02/01/2006	W	7459	2006-02-01
830776	40890	O'Hare Airport	02/02/2006	W	8100	2006-02-02
963424	40890	O'Hare Airport	02/03/2006	W	8786	2006-02-03
968588	40890	O'Hare Airport	02/04/2006	A	6160	2006-02-04
209420	40890	O'Hare Airport	02/05/2006	U	6593	2006-02-05
544414	40890	O'Hare Airport	02/06/2006	W	8604	2006-02-06
248802	40890	O'Hare Airport	02/07/2006	W	7810	2006-02-07
897973	40890	O'Hare Airport	02/08/2006	W	7338	2006-02-08
375035	40890	O'Hare Airport	02/09/2006	W	8528	2006-02-09
768617	40890	O'Hare Airport	02/10/2006	W	9207	2006-02-10
494586	40890	O'Hare Airport	02/11/2006	A	6344	2006-02-11
374162	40890	O'Hare Airport	02/12/2006	U	6921	2006-02-12
815141	40890	O'Hare Airport	02/13/2006	W	8750	2006-02-13
351376	40890	O'Hare Airport	02/14/2006	W	7516	2006-02-14
258418	40890	O'Hare Airport	02/15/2006	W	7664	2006-02-15
941875	40890	O'Hare Airport	02/16/2006	W	7602	2006-02-16
908679	40890	O'Hare Airport	02/17/2006	W	10379	2006-02-17
347304	40890	O'Hare Airport	02/18/2006	A	6040	2006-02-18
435559	40890	O'Hare Airport	02/19/2006	U	6632	2006-02-19
900413	40890	O'Hare Airport	02/20/2006	W	9016	2006-02-20
334883	40890	O'Hare Airport	02/21/2006	W	8349	2006-02-21
991528	40890	O'Hare Airport	02/22/2006	W	8021	2006-02-22
900849	40890	O'Hare Airport	02/23/2006	W	8617	2006-02-23
807084	40890	O'Hare Airport	02/24/2006	W	9076	2006-02-24
989427	40890	O'Hare Airport	02/25/2006	A	6060	2006-02-25
139460	40890	O'Hare Airport	02/26/2006	U	7043	2006-02-26
887303	40890	O'Hare Airport	02/27/2006	W	8713	2006-02-27
674938	40890	O'Hare Airport	02/28/2006	W	7765	2006-02-28
606380	40890	O'Hare Airport	03/01/2006	W	7790	2006-03-01
332545	40890	O'Hare Airport	03/02/2006	W	8282	2006-03-02
909661	40890	O'Hare Airport	03/03/2006	W	9632	2006-03-03
678982	40890	O'Hare Airport	03/04/2006	A	6730	2006-03-04
197496	40890	O'Hare Airport	03/05/2006	U	6847	2006-03-05
192077	40890	O'Hare Airport	03/06/2006	W	9577	2006-03-06
801438	40890	O'Hare Airport	03/07/2006	W	8751	2006-03-07
355363	40890	O'Hare Airport	03/08/2006	W	8137	2006-03-08
934919	40890	O'Hare Airport	03/09/2006	W	8635	2006-03-09
999011	40890	O'Hare Airport	03/10/2006	W	10284	2006-03-10
308540	40890	O'Hare Airport	03/11/2006	A	7249	2006-03-11
274912	40890	O'Hare Airport	03/12/2006	U	7334	2006-03-12
281835	40890	O'Hare Airport	03/13/2006	W	8969	2006-03-13
194343	40890	O'Hare Airport	03/14/2006	W	8590	2006-03-14
191726	40890	O'Hare Airport	03/15/2006	W	8802	2006-03-15
725319	40890	O'Hare Airport	03/16/2006	W	9445	2006-03-16
725205	40890	O'Hare Airport	03/17/2006	W	10658	2006-03-17
947731	40890	O'Hare Airport	03/18/2006	A	7084	2006-03-18
763946	40890	O'Hare Airport	03/19/2006	U	7789	2006-03-19
646449	40890	O'Hare Airport	03/20/2006	W	9672	2006-03-20
945426	40890	O'Hare Airport	03/21/2006	W	9383	2006-03-21
903227	40890	O'Hare Airport	03/22/2006	W	9353	2006-03-22
657211	40890	O'Hare Airport	03/23/2006	W	9820	2006-03-23
409280	40890	O'Hare Airport	03/24/2006	W	10137	2006-03-24
959017	40890	O'Hare Airport	03/25/2006	A	7652	2006-03-25
597831	40890	O'Hare Airport	03/26/2006	U	9439	2006-03-26
1010847	40890	O'Hare Airport	03/27/2006	W	9602	2006-03-27
507509	40890	O'Hare Airport	03/28/2006	W	8179	2006-03-28
447296	40890	O'Hare Airport	03/29/2006	W	8611	2006-03-29
588563	40890	O'Hare Airport	03/30/2006	W	7987	2006-03-30
926368	40890	O'Hare Airport	03/31/2006	W	9879	2006-03-31
445249	40890	O'Hare Airport	04/01/2006	A	7779	2006-04-01
806477	40890	O'Hare Airport	04/02/2006	U	6692	2006-04-02
434060	40890	O'Hare Airport	04/03/2006	W	10141	2006-04-03
635568	40890	O'Hare Airport	04/04/2006	W	8984	2006-04-04
732365	40890	O'Hare Airport	04/05/2006	W	8731	2006-04-05
230005	40890	O'Hare Airport	04/06/2006	W	9583	2006-04-06
252485	40890	O'Hare Airport	04/07/2006	W	9995	2006-04-07
397687	40890	O'Hare Airport	04/08/2006	A	7558	2006-04-08
699177	40890	O'Hare Airport	04/09/2006	U	8350	2006-04-09
207888	40890	O'Hare Airport	04/10/2006	W	9729	2006-04-10
688124	40890	O'Hare Airport	04/11/2006	W	8828	2006-04-11
992568	40890	O'Hare Airport	04/12/2006	W	8879	2006-04-12
149556	40890	O'Hare Airport	04/13/2006	W	9730	2006-04-13
967469	40890	O'Hare Airport	04/14/2006	W	9588	2006-04-14
274073	40890	O'Hare Airport	04/15/2006	A	6624	2006-04-15
439198	40890	O'Hare Airport	04/16/2006	U	8047	2006-04-16
532528	40890	O'Hare Airport	04/17/2006	W	10452	2006-04-17
962247	40890	O'Hare Airport	04/18/2006	W	8869	2006-04-18
702395	40890	O'Hare Airport	04/19/2006	W	9204	2006-04-19
773710	40890	O'Hare Airport	04/20/2006	W	10234	2006-04-20
413662	40890	O'Hare Airport	04/21/2006	W	10451	2006-04-21
602263	40890	O'Hare Airport	04/22/2006	A	7501	2006-04-22
989718	40890	O'Hare Airport	04/23/2006	U	8198	2006-04-23
434520	40890	O'Hare Airport	04/24/2006	W	9641	2006-04-24
199559	40890	O'Hare Airport	04/25/2006	W	8605	2006-04-25
896400	40890	O'Hare Airport	04/26/2006	W	8917	2006-04-26
213422	40890	O'Hare Airport	04/27/2006	W	9752	2006-04-27
713007	40890	O'Hare Airport	04/28/2006	W	10749	2006-04-28
190567	40890	O'Hare Airport	04/29/2006	A	7339	2006-04-29
326513	40890	O'Hare Airport	04/30/2006	U	8068	2006-04-30
331089	40890	O'Hare Airport	05/01/2006	W	9950	2006-05-01
969477	40890	O'Hare Airport	05/02/2006	W	8516	2006-05-02
1013611	40890	O'Hare Airport	05/03/2006	W	9051	2006-05-03
633930	40890	O'Hare Airport	05/04/2006	W	9615	2006-05-04
155016	40890	O'Hare Airport	05/05/2006	W	10312	2006-05-05
626355	40890	O'Hare Airport	05/06/2006	A	7355	2006-05-06
436948	40890	O'Hare Airport	05/07/2006	U	8478	2006-05-07
602055	40890	O'Hare Airport	05/08/2006	W	9772	2006-05-08
170477	40890	O'Hare Airport	05/09/2006	W	8774	2006-05-09
161078	40890	O'Hare Airport	05/10/2006	W	9055	2006-05-10
506517	40890	O'Hare Airport	05/11/2006	W	9047	2006-05-11
756799	40890	O'Hare Airport	05/12/2006	W	11228	2006-05-12
461775	40890	O'Hare Airport	05/13/2006	A	7778	2006-05-13
589679	40890	O'Hare Airport	05/14/2006	U	8656	2006-05-14
643652	40890	O'Hare Airport	05/15/2006	W	10185	2006-05-15
729073	40890	O'Hare Airport	05/16/2006	W	9189	2006-05-16
619873	40890	O'Hare Airport	05/17/2006	W	8801	2006-05-17
156912	40890	O'Hare Airport	05/18/2006	W	10582	2006-05-18
962945	40890	O'Hare Airport	05/19/2006	W	10470	2006-05-19
916217	40890	O'Hare Airport	05/20/2006	A	8234	2006-05-20
969671	40890	O'Hare Airport	05/21/2006	U	9154	2006-05-21
209734	40890	O'Hare Airport	05/22/2006	W	10490	2006-05-22
476554	40890	O'Hare Airport	05/23/2006	W	9358	2006-05-23
421240	40890	O'Hare Airport	05/24/2006	W	8272	2006-05-24
346912	40890	O'Hare Airport	05/25/2006	W	10307	2006-05-25
297025	40890	O'Hare Airport	05/26/2006	W	13347	2006-05-26
331020	40890	O'Hare Airport	05/27/2006	A	8600	2006-05-27
529924	40890	O'Hare Airport	05/28/2006	U	7703	2006-05-28
499866	40890	O'Hare Airport	05/29/2006	U	10000	2006-05-29
366760	40890	O'Hare Airport	05/30/2006	W	10409	2006-05-30
865751	40890	O'Hare Airport	05/31/2006	W	9921	2006-05-31
260493	40890	O'Hare Airport	06/01/2006	W	9426	2006-06-01
688917	40890	O'Hare Airport	06/02/2006	W	10304	2006-06-02
744973	40890	O'Hare Airport	06/03/2006	A	7244	2006-06-03
750338	40890	O'Hare Airport	06/04/2006	U	8794	2006-06-04
511659	40890	O'Hare Airport	06/05/2006	W	10365	2006-06-05
727398	40890	O'Hare Airport	06/06/2006	W	9157	2006-06-06
241246	40890	O'Hare Airport	06/07/2006	W	9513	2006-06-07
349234	40890	O'Hare Airport	06/08/2006	W	10708	2006-06-08
818313	40890	O'Hare Airport	06/09/2006	W	11297	2006-06-09
325205	40890	O'Hare Airport	06/10/2006	A	8020	2006-06-10
557006	40890	O'Hare Airport	06/11/2006	U	9255	2006-06-11
976189	40890	O'Hare Airport	06/12/2006	W	10583	2006-06-12
527128	40890	O'Hare Airport	06/13/2006	W	9856	2006-06-13
201579	40890	O'Hare Airport	06/14/2006	W	10274	2006-06-14
605394	40890	O'Hare Airport	06/15/2006	W	10932	2006-06-15
356434	40890	O'Hare Airport	06/16/2006	W	11427	2006-06-16
147996	40890	O'Hare Airport	06/17/2006	A	8326	2006-06-17
440960	40890	O'Hare Airport	06/18/2006	U	9290	2006-06-18
443489	40890	O'Hare Airport	06/19/2006	W	10961	2006-06-19
714992	40890	O'Hare Airport	06/20/2006	W	10231	2006-06-20
249608	40890	O'Hare Airport	06/21/2006	W	10020	2006-06-21
169226	40890	O'Hare Airport	06/22/2006	W	10612	2006-06-22
984699	40890	O'Hare Airport	06/23/2006	W	11903	2006-06-23
386126	40890	O'Hare Airport	06/24/2006	A	8013	2006-06-24
940926	40890	O'Hare Airport	06/25/2006	U	8831	2006-06-25
747948	40890	O'Hare Airport	06/26/2006	W	10554	2006-06-26
586757	40890	O'Hare Airport	06/27/2006	W	9427	2006-06-27
178890	40890	O'Hare Airport	06/28/2006	W	9381	2006-06-28
241730	40890	O'Hare Airport	06/29/2006	W	10817	2006-06-29
933061	40890	O'Hare Airport	06/30/2006	W	11636	2006-06-30
726480	40890	O'Hare Airport	07/01/2006	A	8968	2006-07-01
843407	40890	O'Hare Airport	07/02/2006	U	8771	2006-07-02
762509	40890	O'Hare Airport	07/03/2006	W	8927	2006-07-03
550210	40890	O'Hare Airport	07/04/2006	U	9011	2006-07-04
446015	40890	O'Hare Airport	07/05/2006	W	10310	2006-07-05
450811	40890	O'Hare Airport	07/06/2006	W	9863	2006-07-06
860033	40890	O'Hare Airport	07/07/2006	W	10983	2006-07-07
703964	40890	O'Hare Airport	07/08/2006	A	7843	2006-07-08
572073	40890	O'Hare Airport	07/09/2006	U	8835	2006-07-09
1005905	40890	O'Hare Airport	07/10/2006	W	10092	2006-07-10
393028	40890	O'Hare Airport	07/11/2006	W	8784	2006-07-11
544405	40890	O'Hare Airport	07/12/2006	W	9351	2006-07-12
935013	40890	O'Hare Airport	07/13/2006	W	11198	2006-07-13
758309	40890	O'Hare Airport	07/14/2006	W	12516	2006-07-14
482897	40890	O'Hare Airport	07/15/2006	A	8951	2006-07-15
665881	40890	O'Hare Airport	07/16/2006	U	9304	2006-07-16
987131	40890	O'Hare Airport	07/17/2006	W	10352	2006-07-17
505397	40890	O'Hare Airport	07/18/2006	W	9684	2006-07-18
1005882	40890	O'Hare Airport	07/19/2006	W	10053	2006-07-19
1001489	40890	O'Hare Airport	07/20/2006	W	10537	2006-07-20
439825	40890	O'Hare Airport	07/21/2006	W	12095	2006-07-21
654198	40890	O'Hare Airport	07/22/2006	A	8617	2006-07-22
197518	40890	O'Hare Airport	07/23/2006	U	9478	2006-07-23
728584	40890	O'Hare Airport	07/24/2006	W	10950	2006-07-24
627800	40890	O'Hare Airport	07/25/2006	W	9963	2006-07-25
633242	40890	O'Hare Airport	07/26/2006	W	10143	2006-07-26
864822	40890	O'Hare Airport	07/27/2006	W	11017	2006-07-27
199961	40890	O'Hare Airport	07/28/2006	W	13819	2006-07-28
692682	40890	O'Hare Airport	07/29/2006	A	8981	2006-07-29
337641	40890	O'Hare Airport	07/30/2006	U	9071	2006-07-30
931345	40890	O'Hare Airport	07/31/2006	W	10650	2006-07-31
349643	40890	O'Hare Airport	08/01/2006	W	9638	2006-08-01
820143	40890	O'Hare Airport	08/02/2006	W	9678	2006-08-02
663150	40890	O'Hare Airport	08/03/2006	W	12647	2006-08-03
